1395378137.144680, 18.117500
1395378168.654790, 21.565700
1395378200.366880, 25.025500
1395378231.888820, 28.508700
1395378263.599400, 31.991800
1395378295.192320, 35.346700
1395378327.703120, 37.597500
1395378359.371190, 34.312600
1395378390.984950, 30.592300
1395378422.502990, 25.441500
1395378461.625790, 21.565700
1395378493.112180, 17.790900
1395378524.698970, 13.779100
1395378556.291050, 10.183200
1395378587.884550, 6.439570
1395378620.514890, 4.841830
1395378652.254850, 7.866270
1395378683.793730, 11.205600
1395378715.398320, 14.599300
1395378747.020170, 17.899800
1395378778.627840, 21.449000
1395378810.250580, 24.986600
1395378841.879180, 28.465900
1395378873.578580, 31.894600
1395378905.198360, 35.101800
1395378937.769930, 36.820000
1395378969.363220, 33.406900
1395379000.851810, 29.465000
1395379032.464570, 25.499800
1395379063.953580, 21.740600
1395379095.568540, 17.895900
1395379127.106600, 13.942400
1395379158.798650, 10.027700
1395379190.306670, 6.214100
1395379222.941830, 4.752420
1395379254.577210, 7.780750
1395379286.184050, 11.162800
1395379317.684360, 14.568200
1395379349.394350, 17.907600
1395379380.898680, 21.355700
1395379412.613130, 25.041100
1395379444.139560, 28.454200
1395379475.929080, 31.840200
1395379507.463320, 35.078500
1395379540.004000, 37.216600
1395379571.627260, 34.036600
1395379603.224120, 30.106400
1395379634.718930, 26.242300
1395379666.310300, 22.354800
1395379697.793700, 18.510100
1395379729.397130, 14.389400
1395379761.007750, 10.700200
1395379792.608060, 6.929390
1395379825.116640, 4.511390
1395379856.848480, 7.531950
1395379888.559750, 10.673000
1395379920.132110, 14.323300
1395379951.742860, 17.569400
1395379983.350310, 21.320800
1395380014.977200, 25.149900
1395380046.593200, 28.372600
1395380078.298100, 31.618600
1395380109.911500, 34.592500
1395380142.233760, 37.858000
1395380174.070010, 35.125100
1395380205.577270, 31.323200
1395380237.169160, 27.758400
1395380268.663940, 23.711500
1395380300.252040, 20.228400
1395380331.728330, 16.729700
1395380363.421630, 13.192100
1395380394.922880, 9.355160
1395380426.527620, 5.595990
1395380459.145940, 5.110060
1395380490.881710, 8.099520
1395380522.384490, 11.201700
1395380553.972780, 14.541000
1395380585.598140, 17.818200
1395380617.204900, 21.188600
1395380648.825810, 24.559000
1395380680.542480, 27.921700
1395380712.131710, 31.198800
1395380743.830870, 34.736400
1395380775.866460, 38.375000
1395380807.944120, 37.006600
1395380839.535800, 33.336900
1395380871.134190, 28.695300
1395380902.621190, 24.605700
1395380934.211880, 20.702700
1395380965.787660, 16.651900
1395380997.387270, 12.527300
1395381028.905550, 8.550460
1395381060.994140, 4.686330
1395381093.096860, 6.186890
1395381124.718630, 9.436800
1395381156.205080, 12.869400
1395381187.805180, 16.220400
1395381219.316440, 19.660800
1395381250.932370, 23.004000
1395381282.546140, 26.479400
1395381314.169400, 29.663200
1395381345.703250, 33.158100
1395381377.332820, 36.190300
1395381409.665470, 37.690800
1395381441.269710, 34.149400
1395381472.757110, 29.900400
1395381504.336980, 25.946800
1395381535.829590, 21.798900
1395381567.512880, 17.868700
1395381599.003910, 14.004600
1395381630.607600, 9.891630
1395381662.206790, 6.116910
1395381695.024020, 4.628020
1395381726.652650, 7.850720
1395381758.248500, 11.275600
1395381789.750950, 14.568200
1395381821.370270, 18.160300
1395381852.901520, 21.344100
1395381884.636170, 24.710600
1395381916.143980, 28.088800
1395381947.779170, 31.261000
1395381979.381380, 34.584800
1395382011.500310, 38.060100
1395382043.351960, 35.583800
1395382074.931550, 31.642000
1395382106.419680, 27.704000
1395382138.015560, 23.579400
1395382169.595340, 19.719100
1395382201.187320, 15.870500
1395382232.675900, 11.944200
1395382264.367000, 8.262790
1395382296.354920, 4.340350
1395382328.527440, 5.973080
1395382360.147610, 9.145240
1395382391.737370, 12.402900
1395382423.248960, 15.726700
1395382454.862120, 19.237100
1395382486.471650, 22.506400
1395382518.161380, 25.834100
1395382549.687500, 28.854600
1395382581.389770, 32.403900
1395382612.922700, 35.754900
1395382645.360690, 37.356500
1395382676.855350, 33.756700
1395382708.450470, 29.997600
1395382742.933930, 25.686400
1395382774.607270, 21.460700
1395382806.089260, 17.549900
1395382837.682460, 13.724700
1395382869.266450, 9.984930
1395382900.846980, 6.517320
1395382933.356870, 4.810730
1395382965.085140, 8.095630
1395382996.578310, 11.590500
1395383028.206970, 15.151400
1395383059.822750, 18.708400
1395383091.515530, 21.997200
1395383123.131530, 25.348200
1395383154.760990, 28.714700
1395383186.448820, 32.015200
1395383218.090210, 35.618800
1395383250.202450, 39.152500
1395383282.156190, 36.722900
1395383313.750060, 33.095900
1395383345.336700, 29.301700
1395383376.906370, 25.367600
1395383408.501100, 21.118600
1395383439.982300, 17.235000
1395383471.657470, 13.413700
1395383503.334630, 9.533990
1395383534.925450, 5.848680
1395383567.470670, 5.246120
1395383599.203490, 8.566010
1395383630.710270, 11.971400
1395383662.312990, 15.334100
1395383694.008120, 18.801700
1395383725.614110, 22.067100
1395383757.220090, 25.394800
1395383788.956630, 28.722500
1395383820.568330, 32.229000
1395383852.193510, 35.918200
1395383884.673490, 37.496500
1395383916.262700, 34.060000
1395383947.754330, 30.273600
1395383979.441560, 26.421100
1395384010.922090, 22.397600
1395384042.507390, 18.370200
1395384074.006440, 14.362200
1395384105.586520, 10.389200
1395384137.084470, 6.672820
1395384169.712860, 4.340350
1395384201.263340, 7.458090
1395384232.867550, 10.987900
1395384264.372960, 14.595500
1395384296.188110, 17.934800
1395384327.687650, 21.503500
1395384359.392610, 24.819500
1395384390.983730, 28.228800
1395384422.674680, 31.770200
1395384454.268190, 35.502200
1395384486.681790, 37.617000
1395384518.337650, 34.301000
1395384549.916380, 30.922800
1395384581.485200, 27.031400
1395384613.059230, 23.291700
1395384644.555450, 19.287600
1395384676.168240, 15.291300
1395384707.746400, 11.438800
1395384739.342560, 7.753530
1395384771.467130, 4.006020
1395384803.446870, 6.610620
1395384835.057770, 10.276500
1395384866.666560, 13.946300
1395384898.297550, 17.398300
1395384929.905360, 20.908700
1395384961.512510, 24.259700
1395384993.202120, 27.832200
1395385027.535160, 30.125800
1395385059.275670, 26.409400
1395385090.807890, 21.806700
1395385122.467320, 17.110600
1395385153.960360, 12.426300
1395385185.571440, 7.866270
1395385217.085330, 3.372370
1395385249.522000, 0.079693
1395385281.928500, 0.060256
1395385314.547000, 0.025268
1395385349.344360, 0.056368
1395385379.629300, 0.075805
1395385409.679960, 0.421789
1395385447.420010, 0.309053
1395385477.708190, 0.826085
