1395415316.55377,4.86897,19.5079,0.249
1395415329.46533,4.84598,18.8295,0.442
1395415341.86453,4.7715,18.4828,0.546
1395415354.41302,4.7494,18.3969,0.678
1395415366.80405,4.68102,17.5602,0.797
1395415378.80295,4.65559,17.5355,0.897
1395415391.42331,4.63471,17.4778,1.06
1395415404.30524,4.62695,17.4574,1.191
1395415416.66248,4.62171,17.4301,1.305
1395415429.28079,4.61492,17.3811,1.489
1395415441.75919,4.61006,17.3459,1.63
1395415454.28992,4.60666,17.3136,1.765
1395415466.73822,4.60493,17.3134,1.91
1395415479.28064,4.6025,17.284,2.028
1395415491.83005,4.60069,17.2553,2.169
1395415504.55795,4.60048,17.236,2.307
1395415517.52917,4.59571,17.2003,2.526
1395415530.18399,4.59879,17.2278,2.673
1395415542.41467,4.61762,17.3936,2.818
1395415555.10223,4.62082,17.4025,2.93
1395415567.7753,4.62076,17.3882,3.079
1395415580.60025,4.62623,17.4275,3.224
1395415593.37219,4.6283,17.4382,3.422
1395415606.1568,4.62926,17.4421,3.555
1395415618.86548,4.62881,17.4359,3.653
1395415636.65985,NaN,NaN,NaN
1395415903.98911,4.83658,19.4938,0.456
1395415916.52905,4.80752,18.864,0.58
1395415929.31427,4.72203,18.1494,0.743
1395415941.95749,4.69543,17.813,0.86
1395415954.52106,4.6401,17.4472,0.981
1395415967.30594,4.62533,17.4066,1.095
1395415980.18704,4.619,17.3997,1.212
1395415992.68936,4.61499,17.3916,1.337
1395416005.5809,4.61202,17.3735,1.471
1395416018.49609,4.60878,17.3479,1.605
1395416031.12146,4.60613,17.3341,1.809
1395416043.68988,4.60424,17.3091,1.917
1395416056.29538,4.60231,17.2907,2.042
1395416068.83228,4.5958,17.2036,2.17
1395416081.42267,4.5938,17.1862,2.348
1395416094.02835,4.59625,17.2114,2.461
1395416106.39328,4.59854,17.2314,2.592
1395416119.0022,4.60486,17.2849,2.721
1395416131.89667,4.60432,17.2719,2.911
1395416144.59467,4.61619,17.367,3.047
1395416157.20059,4.62031,17.3961,3.155
1395416169.16901,4.62325,17.4102,3.3
1395416181.7168,4.62432,17.4113,3.436
1395416194.24551,4.62743,17.4335,3.575
1395416206.87778,4.62753,17.433,3.695
1395416501.39792,4.8796,19.593,0.523
1395416514.11377,4.83613,19.1469,0.64
1395416526.77676,4.79121,18.7212,0.731
1395416539.47803,4.70971,17.9258,0.88
1395416552.74146,4.6549,17.4652,0.971
1395416565.38489,4.63415,17.4331,1.087
1395416578.31769,4.62469,17.41,1.206
1395416591.26151,4.61663,17.3887,1.39
1395416603.67899,4.61317,17.3712,1.497
1395416616.04355,4.60892,17.3444,1.627
1395416628.62738,4.60666,17.3375,1.761
1395416640.79816,4.60403,17.3101,1.891
1395416653.2244,4.60053,17.2641,2.065
1395416666.31323,4.59985,17.2506,2.172
1395416679.14807,4.60138,17.2649,2.308
1395416691.78415,4.59594,17.2102,2.47
1395416704.15366,4.59421,17.1911,2.6
1395416716.47195,4.59781,17.2228,2.733
1395416728.76642,4.60014,17.2379,2.87
1395416741.44507,4.60009,17.2347,3.031
1395416754.32047,4.60881,17.3076,3.17
1395416766.91605,4.61458,17.3512,3.312
1395416779.32657,4.61929,17.3795,3.473
1395416791.90347,4.62026,17.3822,3.583
1395416804.67014,4.62296,17.417,3.611
1395417090.59497,4.88597,19.6782,0.598
1395417103.39981,4.85268,19.2969,0.688
1395417116.12057,4.77875,18.4725,0.856
1395417128.66583,4.72442,17.9526,0.957
1395417141.67841,4.65177,17.5097,1.12
1395417154.19397,4.63433,17.4146,1.225
1395417166.66019,4.62336,17.3969,1.368
1395417179.19641,4.61698,17.385,1.494
1395417191.88605,4.61335,17.3629,1.6
1395417204.36707,4.60919,17.3394,1.726
1395417216.70337,4.6055,17.3139,1.858
1395417229.46591,4.60097,17.276,2.033
1395417241.97705,4.59719,17.2285,2.19
1395417254.70074,4.59915,17.2471,2.305
1395417267.12781,4.59879,17.2382,2.484
1395417279.66492,4.596,17.211,2.6
1395417292.53149,4.59104,17.1654,2.74
1395417304.91544,4.59578,17.2061,2.894
1395417317.4314,4.59784,17.2205,3.026
1395417329.74976,4.60095,17.2556,3.162
1395417341.96954,4.60717,17.2885,3.304
1395417354.47107,4.61835,17.3801,3.443
1395417367.12213,4.62148,17.3976,3.561
1395417379.75153,4.62224,17.3958,3.707
1395417392.45969,4.6213,17.3933,3.712
1395417666.15082,4.9151,20.2683,0.487
1395417678.58447,4.91293,19.8956,0.606
1395417691.30136,4.86832,19.3916,0.723
1395417704.21622,4.80688,18.7698,0.84
1395417716.66565,4.76795,18.4986,0.96
1395417729.55957,4.71452,17.9881,1.082
1395417742.00241,4.64756,17.4609,1.247
1395417754.39514,4.62786,17.37,1.353
1395417766.86102,4.61822,17.3678,1.509
1395417779.38385,4.61426,17.3674,1.643
1395417792.24594,4.61189,17.3612,1.747
1395417804.84698,4.60714,17.3307,1.927
1395417817.41162,4.60359,17.308,2.063
1395417829.85266,4.5996,17.2617,2.199
1395417842.3316,4.59669,17.2248,2.311
1395417855.29636,4.59496,17.2171,2.506
1395417868.05377,4.60097,17.2668,2.665
1395417880.45947,4.59999,17.2537,2.804
1395417893.65244,4.5933,17.1801,2.939
1395417906.34604,4.59649,17.2082,3.072
1395417918.9931,4.59938,17.231,3.199
1395417931.43756,4.61208,17.3362,3.34
1395417944.26651,4.61567,17.3557,3.47
1395417957.10413,4.6183,17.3681,3.657
1395417969.60379,4.62026,17.3843,3.76
1395418263.62402,4.92845,20.2574,0.443
1395418275.52527,4.94183,20.209,0.588
1395418287.93695,4.94109,20.0661,0.717
1395418300.62051,4.85036,19.0853,0.828
1395418313.39706,4.78874,18.5554,0.94
1395418325.66187,4.75749,18.4193,1.062
1395418338.57123,4.73671,18.2693,1.162
1395418350.99265,4.67169,17.6261,1.311
1395418363.92719,4.63176,17.381,1.456
1395418376.65161,4.62117,17.3669,1.584
1395418389.22507,4.61477,17.3612,1.74
1395418401.62878,4.61161,17.3563,1.876
1395418414.32043,4.6094,17.3527,1.986
1395418427.28784,4.60379,17.3041,2.181
1395418439.6875,4.60079,17.2612,2.318
1395418452.4458,4.59976,17.2505,2.457
1395418465.21603,4.59702,17.229,2.562
1395418477.87701,4.60038,17.2614,2.696
1395418490.62036,4.59918,17.2418,2.834
1395418503.37518,4.59249,17.1734,3.049
1395418515.9343,4.60661,17.2907,3.178
1395418528.52344,4.61362,17.3428,3.305
1395418540.81454,4.61498,17.348,3.438
1395418553.39117,4.61815,17.3691,3.583
1395418565.82275,4.61929,17.3726,3.739
1395418578.52911,4.61856,17.3696,3.789
1395418874.39807,4.97139,20.5035,0.495
1395418887.19955,4.97451,20.4068,0.619
1395418900.04828,4.92938,19.8581,0.744
1395418912.45831,4.88163,19.5177,0.868
1395418925.06628,4.81903,18.846,1.042
1395418937.63849,4.76493,18.339,1.16
1395418950.6376,4.72135,18.0495,1.281
1395418963.33444,4.65963,17.4713,1.415
1395418976.2366,4.62627,17.3394,1.538
1395418989.20969,4.61728,17.3393,1.666
1395419001.61731,4.61467,17.3547,1.795
1395419013.94946,4.61044,17.3538,1.962
1395419026.47849,4.60774,17.3386,2.091
1395419038.92081,4.60584,17.3276,2.186
1395419051.52713,4.60092,17.2637,2.371
1395419064.12595,4.60053,17.2569,2.457
1395419076.82993,4.60126,17.263,2.64
1395419089.53601,4.60159,17.2571,2.769
1395419102.24164,4.59342,17.181,2.894
1395419115.21533,4.59217,17.1729,3.019
1395419127.60944,4.6039,17.271,3.196
1395419140.25259,4.6137,17.3453,3.323
1395419153.08496,4.61203,17.3247,3.436
1395419165.94785,4.61677,17.3556,3.605
1395419178.41446,4.6163,17.3488,3.759
1395419191.1384,4.6187,17.3709,3.819
1395419494.68402,4.97481,20.4975,0.491
1395419507.13184,4.96575,20.2952,0.628
1395419519.80121,4.94765,19.5607,0.75
1395419532.83109,4.84784,18.8226,0.866
1395419545.55881,4.77822,18.5532,1.035
1395419558.45691,4.74877,18.3495,1.166
1395419571.00497,4.72717,18.1895,1.275
1395419583.68585,4.68328,17.7856,1.403
1395419596.06415,4.63275,17.3415,1.533
1395419608.6604,4.62063,17.3447,1.663
1395419621.32407,4.6138,17.3512,1.844
1395419633.67697,4.61101,17.3491,1.98
1395419646.707,4.60714,17.3265,2.14
1395419659.31619,4.6026,17.2786,2.295
1395419672.34558,4.60135,17.2603,2.427
1395419684.85608,4.60128,17.2616,2.552
1395419697.41293,4.6026,17.2731,2.721
1395419710.57166,4.60292,17.2718,2.839
1395419723.02811,4.59458,17.183,2.991
1395419735.61484,4.5968,17.2077,3.123
1395419748.15823,4.60401,17.2665,3.292
1395419760.82465,4.60666,17.2834,3.402
1395419773.72519,4.61383,17.3413,3.571
1395419786.35901,4.61572,17.3483,3.732
1395419798.72165,4.61708,17.3577,3.874
1395419811.30377,4.61751,17.3672,3.89
1395420110.84415,4.9727,20.4781,0.554
1395420123.2515,4.97927,20.4184,0.676
1395420135.82004,4.91822,19.8034,0.814
1395420148.57291,4.90873,19.73,0.931
1395420161.4386,4.81831,18.8458,1.114
1395420174.20966,4.7604,18.3674,1.207
1395420187.22528,4.72484,18.0739,1.374
1395420199.77896,4.68818,17.8241,1.51
1395420212.43439,4.65934,17.5967,1.636
1395420224.99832,4.62661,17.3282,1.74
1395420237.62354,4.61489,17.3161,1.873
1395420250.38907,4.60945,17.3174,2.06
1395420262.38171,4.60571,17.2981,2.169
1395420274.86618,4.60359,17.2736,2.281
1395420287.45673,4.60222,17.2634,2.487
1395420300.02328,4.60237,17.2667,2.576
1395420312.84399,4.60299,17.2745,2.765
1395420325.51541,4.60406,17.2829,2.898
1395420338.2572,4.60004,17.2347,3.034
1395420351.12244,4.59856,17.2217,3.194
1395420364.14929,4.60297,17.2569,3.298
1395420376.76941,4.60689,17.2854,3.428
1395420389.80753,4.61378,17.338,3.62
1395420402.42853,4.61471,17.3405,3.731
1395420415.21841,4.61559,17.3448,3.862
1395420427.1752,4.61562,17.3445,3.935
1395420740.56027,4.97982,20.5017,0.426
1395420753.15399,4.98869,20.4711,0.594
1395420765.9306,4.98578,20.4258,0.712
1395420778.56546,4.97881,20.3341,0.86
1395420791.68463,4.94565,20.0208,1.033
1395420804.38495,4.85895,19.1309,1.167
1395420816.81268,4.82956,18.9895,1.322
1395420829.57925,4.75118,18.0404,1.443
1395420842.16098,4.70468,17.8634,1.54
1395420854.85526,4.67799,17.7661,1.693
1395420867.4639,4.65956,17.6162,1.792
1395420880.05112,4.62002,17.3127,1.935
1395420892.1991,4.61258,17.3001,2.036
1395420904.63968,4.60758,17.2858,2.167
1395420917.36206,4.60444,17.2635,2.376
1395420929.80997,4.60404,17.2684,2.509
1395420942.58014,4.60408,17.2756,2.642
1395420955.07553,4.60434,17.2807,2.759
1395420967.6803,4.60519,17.2872,2.905
1395420979.65179,4.60198,17.2519,3.072
1395420992.49088,4.59882,17.2212,3.206
1395421004.95007,4.59976,17.229,3.315
1395421017.40497,4.60681,17.2792,3.466
1395421029.31631,4.60803,17.2916,3.607
1395421041.78326,4.61155,17.3187,3.722
1395421054.30853,4.61258,17.3247,3.841
1395421351.5769,4.97985,20.4841,0.533
1395421364.49146,4.98591,20.4773,0.675
1395421376.96539,4.98246,20.3904,0.804
1395421389.64221,4.93532,19.8864,0.933
1395421402.50711,4.83239,18.9382,1.06
1395421415.19968,4.77169,18.3899,1.172
1395421427.79532,4.744,18.221,1.318
1395421440.76877,4.68714,17.746,1.413
1395421453.46091,4.65491,17.5687,1.586
1395421466.00153,4.63979,17.4731,1.687
1395421478.85065,4.62673,17.4196,1.813
1395421491.74084,4.61699,17.3773,1.968
1395421504.26016,4.60738,17.2982,2.082
1395421517.07416,4.6029,17.2602,2.259
1395421529.02209,4.60196,17.2634,2.401
1395421541.73007,4.60206,17.2664,2.519
1395421554.2247,4.60354,17.2792,2.71
1395421566.78925,4.60468,17.2881,2.85
1395421579.30801,4.60631,17.298,3.016
1395421591.85483,4.6041,17.2697,3.136
1395421604.35007,4.60379,17.2594,3.248
1395421617.32996,4.60795,17.2909,3.432
1395421630.2807,4.60889,17.2965,3.537
1395421642.70224,4.61079,17.3113,3.671
1395421655.33081,4.61068,17.3078,3.796
1395421941.75494,4.97744,20.483,0.496
1395421954.21957,4.98169,20.4353,0.617
1395421966.71072,4.98633,20.4552,0.745
1395421979.67511,4.96453,20.2019,0.918
1395421992.24277,4.9289,19.8609,1.027
1395422005.00919,4.84678,19.0338,1.16
1395422017.66718,4.75672,18.212,1.295
1395422030.04449,4.7064,17.7956,1.417
1395422042.73132,4.66306,17.533,1.54
1395422055.46671,4.6438,17.5067,1.717
1395422068.15997,4.63043,17.4341,1.838
1395422081.04239,4.61728,17.3648,1.965
1395422093.50302,4.6123,17.3393,2.092
1395422105.83929,4.6044,17.2744,2.222
1395422118.47897,4.60252,17.2601,2.327
1395422130.8663,4.60149,17.265,2.515
1395422142.96341,4.60255,17.2741,2.65
1395422155.62289,4.60356,17.2812,2.784
1395422168.61234,4.60488,17.2915,2.916
1395422181.04889,4.60647,17.3001,3.053
1395422193.64682,4.60623,17.2948,3.188
1395422206.42255,4.60507,17.2736,3.326
1395422218.43893,4.60565,17.2747,3.46
1395422230.81055,4.60824,17.2927,3.589
1395422243.44107,4.60944,17.2987,3.815
1395422255.53287,4.60984,17.302,3.887
1395422565.7149,4.97575,20.3844,0.529
1395422578.24496,4.97938,20.3838,0.636
1395422590.75546,4.97933,20.3651,0.754
1395422603.41351,4.97454,20.3029,0.96
1395422616.15787,4.95246,20.0052,1.087
1395422628.87753,4.84836,18.9625,1.205
1395422641.44693,4.78989,18.5599,1.327
1395422654.20825,4.71672,17.8446,1.449
1395422666.74695,4.66721,17.5231,1.573
1395422679.17615,4.64611,17.4934,1.692
1395422691.95355,4.6343,17.4923,1.864
