1395371728.74661,NaN,NaN
1395371821.88126,NaN,NaN
1395371834.60828,NaN,NaN
1395371850.07468,NaN,NaN
1395371855.12149,NaN,NaN
1395371889.88071,NaN,NaN
1395371908.82996,NaN,NaN
1395371913.41449,NaN,NaN
1395371922.48306,NaN,NaN
1395371936.03052,NaN,NaN
1395371940.61526,NaN,NaN
1395371954.17316,NaN,NaN
1395371972.19525,NaN,NaN
1395371976.77151,NaN,NaN
1395371985.83331,NaN,NaN
1395372017.32379,NaN,NaN
1395372035.36295,NaN,NaN
1395372039.93939,NaN,NaN
1395372049.00784,NaN,NaN
1395372080.51379,NaN,NaN
1395372098.56638,NaN,NaN
1395372103.14587,NaN,NaN
1395372112.20789,NaN,NaN
1395372143.71378,NaN,NaN
1395372161.75562,NaN,NaN
1395372166.34128,NaN,NaN
1395372175.42413,NaN,NaN
1395372206.9209,NaN,NaN
1395372224.98526,NaN,NaN
1395372229.56674,NaN,NaN
1395372238.63672,NaN,NaN
1395372243.58923,32.690055,-78.58617166666667
1395372271.06378,NaN,NaN
1395372289.09814,NaN,NaN
1395372293.67853,NaN,NaN
1395372302.73679,NaN,NaN
1395372334.20331,NaN,NaN
1395372352.21835,NaN,NaN
1395372356.79584,NaN,NaN
1395372365.86502,NaN,NaN
1395372397.33978,NaN,NaN
1395372415.37161,NaN,NaN
1395372419.9519,NaN,NaN
1395372429.02164,NaN,NaN
1395372460.5145,NaN,NaN
1395372478.53836,NaN,NaN
1395372483.12521,NaN,NaN
1395372492.19623,NaN,NaN
1395372510.23285,NaN,NaN
1395372524.41888,NaN,NaN
1395372542.845,NaN,NaN
1395372547.42261,NaN,NaN
1395372556.51117,NaN,NaN
1395372565.58713,NaN,NaN
1395372588.12061,NaN,NaN
1395372606.15823,NaN,NaN
1395372610.73386,NaN,NaN
1395372619.79785,NaN,NaN
1395372642.33661,NaN,NaN
1395372651.41531,NaN,NaN
1395372669.47446,NaN,NaN
1395372674.07138,NaN,NaN
1395372678.65536,NaN,NaN
1395372683.23199,NaN,NaN
1395372705.78214,NaN,NaN
1395372714.8367,NaN,NaN
1395372732.87018,NaN,NaN
1395372737.44788,NaN,NaN
1395372746.52682,NaN,NaN
1395372769.05731,NaN,NaN
1395372778.12759,NaN,NaN
1395372796.17105,NaN,NaN
1395372800.74973,NaN,NaN
1395372809.82559,NaN,NaN
1395372832.85953,NaN,NaN
1395372842.16129,NaN,NaN
1395372846.85391,NaN,NaN
1395372851.43158,NaN,NaN
1395372860.49625,NaN,NaN
1395372865.08392,NaN,NaN
1395372874.15024,NaN,NaN
1395372905.62549,NaN,NaN
1395372923.65237,NaN,NaN
1395372928.23041,NaN,NaN
1395372937.29984,NaN,NaN
1395372968.78345,NaN,NaN
1395372986.81693,NaN,NaN
1395372991.39301,NaN,NaN
1395373000.46289,NaN,NaN
1395373031.95084,NaN,NaN
1395373049.98514,NaN,NaN
1395373054.56351,NaN,NaN
1395373063.6355,NaN,NaN
1395373095.14218,NaN,NaN
1395373114.01492,NaN,NaN
1395373118.78845,NaN,NaN
1395373127.87759,NaN,NaN
1395373150.42703,NaN,NaN
1395373155.03281,NaN,NaN
1395373159.61273,NaN,NaN
1395373177.65195,NaN,NaN
1395373182.23355,NaN,NaN
1395373191.29819,NaN,NaN
1395373222.81201,NaN,NaN
1395373227.39023,NaN,NaN
1395373240.9581,NaN,NaN
1395373245.5412,NaN,NaN
1395373254.61401,NaN,NaN
1395373286.13406,NaN,NaN
1395373290.75803,NaN,NaN
1395373304.32721,NaN,NaN
1395373308.90924,NaN,NaN
1395373317.98291,NaN,NaN
1395373349.49753,NaN,NaN
1395373354.07358,NaN,NaN
1395373367.63062,NaN,NaN
1395373372.22415,NaN,NaN
1395373381.29126,NaN,NaN
1395373412.81006,NaN,NaN
1395373417.77994,NaN,NaN
1395373431.6506,NaN,NaN
1395373436.36279,NaN,NaN
1395373445.45142,NaN,NaN
1395373450.02521,NaN,NaN
1395373459.0838,NaN,NaN
1395373477.12204,NaN,NaN
1395373495.15341,NaN,NaN
1395373499.73157,NaN,NaN
1395373508.82227,NaN,NaN
1395373540.30933,NaN,NaN
1395373558.33884,NaN,NaN
1395373562.92117,NaN,NaN
1395373571.99106,NaN,NaN
1395373603.4899,NaN,NaN
1395373621.54272,NaN,NaN
1395373626.12405,NaN,NaN
1395373635.18573,NaN,NaN
1395373666.67148,NaN,NaN
1395373684.71509,NaN,NaN
1395373689.29501,NaN,NaN
1395373699.04327,NaN,NaN
1395373717.45551,NaN,NaN
1395373731.07547,NaN,NaN
1395373740.14587,NaN,NaN
1395373749.22684,NaN,NaN
1395373753.81003,NaN,NaN
1395373762.87424,NaN,NaN
1395373794.37619,NaN,NaN
1395373812.41571,NaN,NaN
1395373817.00409,NaN,NaN
1395373821.59042,NaN,NaN
1395373826.18134,NaN,NaN
1395373857.68982,NaN,NaN
1395373875.72452,NaN,NaN
1395373880.31299,NaN,NaN
1395373884.90033,NaN,NaN
1395373889.49298,NaN,NaN
1395373921.00284,NaN,NaN
1395373939.06293,NaN,NaN
1395373943.64325,NaN,NaN
1395373948.22321,NaN,NaN
1395373952.80142,NaN,NaN
1395373984.31482,NaN,NaN
1395374002.37329,NaN,NaN
1395374006.95178,NaN,NaN
1395374011.92914,NaN,NaN
1395374016.63901,NaN,NaN
1395374048.46161,NaN,NaN
1395374053.03891,NaN,NaN
1395374066.58527,NaN,NaN
1395374071.16318,NaN,NaN
1395374080.22568,NaN,NaN
1395374111.7059,NaN,NaN
1395374125.25842,NaN,NaN
1395374144.01166,NaN,NaN
